Dish ID,Ingredient Name,Mass (g),Carbs (g),Glycemic Index,Glycemic Load,Class
dish_1563378660,bagels,99.200005,48.60800245,69,33.53952169,3
dish_1563378690,cream cheese,24.800001,1.364000055,0,0,3
dish_1563378690,mozzarella cheese,28,0.896,0,0,3
dish_1563378690,bagels,99.200005,48.60800245,69,33.53952169,3
dish_1563379132,chilaquiles,119,14.28,60,8.568,1
dish_1563379494,scrambled eggs,280.952393,4.495238288,0,0,1
dish_1563379494,cheese,14.047619,0.182619047,0,0,1
dish_1563381461,turkey bacon,36,1.116,0,0,1
dish_1563381486,turkey bacon,36,1.116,0,0,2
dish_1563381486,roasted potatoes,144,25.92,59,15.2928,2
dish_1563381512,turkey bacon,36,1.116,0,0,3
dish_1563381512,roasted potatoes,144,25.92,59,15.2928,3
dish_1563381512,chilaquiles,152,18.24,60,10.944,3
dish_1563381680,bacon,6,0.084,0,0,1
dish_1563382911,scrambled eggs,123,1.968,0,0,1
dish_1563389413,broccoli,99,6.93,15,1.0395,1
dish_1563389548,grilled chicken,194,0.194,0,0,1
dish_1563389600,grilled chicken,194,0.194,0,0,1
dish_1563389600,cherry tomatoes,70,2.73,30,0.819,1
dish_1563389693,carrot,119,11.9,30,3.57,1
dish_1563389693,grilled chicken,194,0.194,0,0,1
dish_1563389693,cherry tomatoes,70,2.73,30,0.819,1
dish_1563389719,cherry tomatoes,70,2.73,30,0.819,1
dish_1563389719,carrot,119,11.9,30,3.57,1
dish_1563389719,grilled chicken,194,0.194,0,0,1
dish_1563389719,onions,74,6.66,15,0.999,1
dish_1563389742,cherry tomatoes,70,2.73,30,0.819,1
dish_1563389742,onions,74,6.66,15,0.999,1
dish_1563389742,grilled chicken,194,0.194,0,0,1
dish_1563389742,carrot,119,11.9,30,3.57,1
dish_1563389742,bell peppers,99,8.91,15,1.3365,1
dish_1563391922,broccoli,34.666668,2.42666676,15,0.364000014,1
dish_1563391922,squash,34.666668,1.178666712,15,0.176800007,1
dish_1563391922,zucchini,34.666668,0.936000036,15,0.140400005,1
dish_1563393148,broccoli,39.333336,2.75333352,15,0.413000028,1
dish_1563393148,squash,39.333336,1.337333424,15,0.200600014,1
dish_1563393148,zucchini,39.333336,1.062000072,15,0.159300011,1
dish_1563393182,zucchini,39.333336,1.062000072,15,0.159300011,1
dish_1563393182,broccoli,39.333336,2.75333352,15,0.413000028,1
dish_1563393182,squash,39.333336,1.337333424,15,0.200600014,1
dish_1563393182,cucumbers,75,1.5,15,0.225,1
dish_1563393217,zucchini,39.333336,1.062000072,15,0.159300011,1
dish_1563393217,broccoli,39.333336,2.75333352,15,0.413000028,1
dish_1563393217,squash,39.333336,1.337333424,15,0.200600014,1
dish_1563393217,onions,35,3.15,15,0.4725,1
dish_1563393217,cucumbers,75,1.5,15,0.225,1
dish_1563393244,broccoli,39.333336,2.75333352,15,0.413000028,1
dish_1563393244,cucumbers,75,1.5,15,0.225,1
dish_1563393244,onions,35,3.15,15,0.4725,1
dish_1563393244,squash,39.333336,1.337333424,15,0.200600014,1
dish_1563393244,radishes,52,1.768,15,0.2652,1
dish_1563393244,zucchini,39.333336,1.062000072,15,0.159300011,1
dish_1563393341,broccoli,39.666668,2.77666676,15,0.416500014,1
dish_1563393341,squash,39.666668,1.348666712,15,0.202300007,1
dish_1563393341,zucchini,39.666668,1.071000036,15,0.160650005,1
dish_1563395341,cheese pizza,54,18.09,80,14.472,2
dish_1563464389,bacon,17,0.238,0,0,1
dish_1563464429,bacon,17,0.238,0,0,1
dish_1563464429,berries,86,12.04,35,4.214,1
dish_1563464457,watermelon,60,4.56,75,3.42,1
dish_1563464457,bacon,17,0.238,0,0,1
dish_1563464457,berries,86,12.04,35,4.214,1
dish_1563464480,bacon,17,0.238,0,0,2
dish_1563464480,watermelon,60,4.56,75,3.42,2
dish_1563464480,roasted potatoes,50,9,59,5.31,2
dish_1563464480,berries,86,12.04,35,4.214,2
dish_1563464543,bacon,17,0.238,0,0,2
dish_1563464543,berries,86,12.04,35,4.214,2
dish_1563464543,watermelon,60,4.56,75,3.42,2
dish_1563464543,roasted potatoes,50,9,59,5.31,2
dish_1563464543,scrambled eggs,106,1.696,0,0,2
dish_1563464627,cream cheese,23,1.265,0,0,3
dish_1563464627,bagels,92,45.08,69,31.1052,3
dish_1563464651,cream cheese,23,1.265,0,0,3
dish_1563464651,cucumbers,15,0.3,15,0.045,3
dish_1563464651,bagels,92,45.08,69,31.1052,3
dish_1563464670,cream cheese,23,1.265,0,0,3
dish_1563464670,bagels,92,45.08,69,31.1052,3
dish_1563464670,cucumbers,15,0.3,15,0.045,3
dish_1563464670,mozzarella cheese,26,0.832,0,0,3
dish_1563465805,roasted potatoes,23,4.14,59,2.4426,1
dish_1563465847,roasted potatoes,23,4.14,59,2.4426,1
dish_1563465847,scrambled eggs,159,2.544,0,0,1
dish_1563466280,bacon,66,0.924,0,0,1
dish_1563468199,pineapple,107,13.91,66,9.1806,1
dish_1563468240,pineapple,107,13.91,66,9.1806,2
dish_1563468240,watermelon,132,10.032,75,7.524,2
dish_1563468269,berries,63,8.82,35,3.087,3
dish_1563468269,watermelon,132,10.032,75,7.524,3
dish_1563468269,pineapple,107,13.91,66,9.1806,3
dish_1563468299,cottage cheese,83,2.822,0,0,3
dish_1563468299,pineapple,107,13.91,66,9.1806,3
dish_1563468299,watermelon,132,10.032,75,7.524,3
dish_1563468299,berries,63,8.82,35,3.087,3
dish_1563468776,scrambled eggs,250,4,0,0,1
dish_1563475788,pineapple,78,10.14,66,6.6924,1
dish_1563475826,honeydew melons,98,8.82,65,5.733,2
dish_1563475826,pineapple,78,10.14,66,6.6924,2
dish_1563475874,pineapple,78,10.14,66,6.6924,2
dish_1563475874,honeydew melons,98,8.82,65,5.733,2
dish_1563475874,cauliflower,75,3.75,15,0.5625,2
dish_1563550922,bacon,9,0.126,0,0,1
dish_1563550950,scrambled eggs,80,1.28,0,0,1
dish_1563550950,bacon,9,0.126,0,0,1
dish_1563550950,cheese,4,0.052,0,0,1
dish_1563550976,bacon,9,0.126,0,0,1
dish_1563550976,cheese,4,0.052,0,0,1
dish_1563550976,scrambled eggs,80,1.28,0,0,1
dish_1563550976,roasted potatoes,72,12.96,59,7.6464,1
dish_1563551006,scrambled eggs,80,1.28,0,0,2
dish_1563551006,cheese,4,0.052,0,0,2
dish_1563551006,bacon,9,0.126,0,0,2
dish_1563551006,roasted potatoes,72,12.96,59,7.6464,2
dish_1563551006,country rice,48,15.168,55,8.3424,2
dish_1563551105,cream cheese,14.400001,0.792000055,0,0,3
dish_1563551105,bagels,57.600002,28.22400098,69,19.47456068,3
dish_1563551360,scrambled eggs,218,3.488,0,0,1
dish_1563555072,scrambled eggs,112,1.792,0,0,1
dish_1563555100,cantaloupe,74,5.92,65,3.848,1
dish_1563555100,scrambled eggs,112,1.792,0,0,1
dish_1563555510,scrambled eggs,131,2.096,0,0,1
dish_1563555543,scrambled eggs,131,2.096,0,0,2
dish_1563555543,pineapple,149,19.37,66,12.7842,2
dish_1563555563,scrambled eggs,131,2.096,0,0,2
dish_1563555563,pineapple,149,19.37,66,12.7842,2
dish_1563555563,bacon,24,0.336,0,0,2
dish_1563555605,scrambled eggs,131,2.096,0,0,3
dish_1563555605,pineapple,149,19.37,66,12.7842,3
dish_1563555605,roasted potatoes,99,17.82,59,10.5138,3
dish_1563555605,bacon,24,0.336,0,0,3
dish_1563563240,olives,42,2.646,15,0.3969,1
dish_1563563264,olives,42,2.646,15,0.3969,1
dish_1563563264,grilled chicken,121,0.121,0,0,1
dish_1563563289,olives,42,2.646,15,0.3969,1
dish_1563563289,grilled chicken,121,0.121,0,0,1
dish_1563563289,cherry tomatoes,55,2.145,30,0.6435,1
dish_1563563317,olives,42,2.646,15,0.3969,1
dish_1563563317,grilled chicken,121,0.121,0,0,1
dish_1563563317,cherry tomatoes,55,2.145,30,0.6435,1
dish_1563563317,carrot,34,3.4,30,1.02,1
dish_1563563348,cherry tomatoes,55,2.145,30,0.6435,1
dish_1563563348,olives,42,2.646,15,0.3969,1
dish_1563563348,grilled chicken,121,0.121,0,0,1
dish_1563563348,carrot,34,3.4,30,1.02,1
dish_1563563348,bell peppers,42,3.78,15,0.567,1
dish_1563563378,carrot,34,3.4,30,1.02,1
dish_1563563378,grilled chicken,121,0.121,0,0,1
dish_1563563378,bell peppers,42,3.78,15,0.567,1
dish_1563563378,onions,57,5.13,15,0.7695,1
dish_1563563378,cherry tomatoes,55,2.145,30,0.6435,1
dish_1563563378,olives,42,2.646,15,0.3969,1
dish_1563565289,corn on the cob,88,19.36,48,9.2928,1
dish_1563566626,olives,54,3.402,15,0.5103,1
dish_1563566909,wild rice,187,46.75,45,21.0375,3
dish_1563568263,cheese pizza,45,15.075,80,12.06,2
dish_1563568292,corn on the cob,148,32.56,48,15.6288,3
dish_1563568292,cheese pizza,45,15.075,80,12.06,3
dish_1563811611,scrambled eggs,132,2.112,0,0,1
dish_1563811639,strawberries,66,5.28,25,1.32,1
dish_1563811639,scrambled eggs,132,2.112,0,0,1
dish_1563820775,zucchini,54,1.458,15,0.2187,1
dish_1563820775,broccoli,54,3.78,15,0.567,1
dish_1563820775,squash,54,1.836,15,0.2754,1
dish_1563822546,caesar salad,88,3.784,0,0,1
dish_1563822597,broccoli,29.333334,2.05333338,15,0.308000007,1
dish_1563822597,caesar salad,88,3.784,0,0,1
dish_1563822597,squash,29.333334,0.997333356,15,0.149600003,1
dish_1563822597,zucchini,29.333334,0.792000018,15,0.118800003,1
dish_1563824065,zucchini,22,0.594,15,0.0891,1
dish_1563824065,broccoli,22,1.54,15,0.231,1
dish_1563824065,squash,22,0.748,15,0.1122,1
dish_1563824250,onions,43,3.87,15,0.5805,1
dish_1563824279,onions,43,3.87,15,0.5805,1
dish_1563824279,olives,36,2.268,15,0.3402,1
dish_1563824304,olives,36,2.268,15,0.3402,1
dish_1563824304,bell peppers,43,3.87,15,0.5805,1
dish_1563824304,onions,43,3.87,15,0.5805,1
dish_1563824339,onions,43,3.87,15,0.5805,1
dish_1563824339,cherry tomatoes,53,2.067,30,0.6201,1
dish_1563824339,olives,36,2.268,15,0.3402,1
dish_1563824339,bell peppers,43,3.87,15,0.5805,1
dish_1563824377,cherry tomatoes,53,2.067,30,0.6201,1
dish_1563824377,onions,43,3.87,15,0.5805,1
dish_1563824377,olives,36,2.268,15,0.3402,1
dish_1563824377,bell peppers,43,3.87,15,0.5805,1
dish_1563824377,grilled chicken,163,0.163,0,0,1
dish_1563824406,cherry tomatoes,53,2.067,30,0.6201,1
dish_1563824406,carrot,49,4.9,30,1.47,1
dish_1563824406,bell peppers,43,3.87,15,0.5805,1
dish_1563824406,olives,36,2.268,15,0.3402,1
dish_1563824406,grilled chicken,163,0.163,0,0,1
dish_1563824406,onions,43,3.87,15,0.5805,1
dish_1563827060,cheese pizza,55,18.425,80,14.74,2
dish_1563827086,cheese pizza,55,18.425,80,14.74,2
dish_1563827086,caesar salad,120,5.16,0,0,2
dish_1563827110,pineapple,42,5.46,66,3.6036,2
dish_1563827110,caesar salad,120,5.16,0,0,2
dish_1563827110,cheese pizza,55,18.425,80,14.74,2
dish_1563827132,cheese pizza,55,18.425,80,14.74,2
dish_1563827132,broccoli,28.333334,1.98333338,15,0.297500007,2
dish_1563827132,squash,28.333334,0.963333356,15,0.144500003,2
dish_1563827132,caesar salad,120,5.16,0,0,2
dish_1563827132,zucchini,28.333334,0.765000018,15,0.114750003,2
dish_1563827132,pineapple,42,5.46,66,3.6036,2
dish_1563827425,caesar salad,138,5.934,0,0,1
dish_1563827454,zucchini,36.666668,0.990000036,15,0.148500005,1
dish_1563827454,caesar salad,138,5.934,0,0,1
dish_1563827454,squash,36.666668,1.246666712,15,0.187000007,1
dish_1563827454,broccoli,36.666668,2.56666676,15,0.385000014,1
dish_1563897338,cantaloupe,88,7.04,65,4.576,1
dish_1563897794,berries,101,14.14,35,4.949,1
dish_1563897837,watermelon,203,15.428,75,11.571,2
dish_1563897837,berries,101,14.14,35,4.949,2
dish_1563897870,oatmeal,249,29.88,60,17.928,2
dish_1563897938,bacon,10,0.14,0,0,1
dish_1563897981,scrambled eggs,128,2.048,0,0,1
dish_1563897981,bacon,10,0.14,0,0,1
dish_1563898688,broccoli,93,6.51,15,0.9765,1
dish_1563898722,broccoli,93,6.51,15,0.9765,1
dish_1563898722,scrambled eggs,210,3.36,0,0,1
dish_1563908923,caesar salad,112,4.816,0,0,1
dish_1563913588,cheese pizza,68,22.78,80,18.224,2
dish_1563984701,chicken apple sausage,172,5.16,0,0,1
dish_1563984729,scrambled eggs,149,2.384,0,0,1
dish_1563984729,chicken apple sausage,172,5.16,0,0,1
dish_1563986062,scrambled eggs,128,2.048,0,0,1
dish_1563986093,berries,87,12.18,35,4.263,1
dish_1563986093,scrambled eggs,128,2.048,0,0,1
dish_1563996251,cauliflower,158,7.9,15,1.185,1
dish_1563996596,caesar salad,90,3.87,0,0,1
dish_1564000202,cheese pizza,149,49.915,80,39.932,3
dish_1564000417,cheese pizza,128,42.88,80,34.304,3
dish_1564073860,bacon,91,1.274,0,0,1
dish_1564083459,grilled chicken,96,0.096,0,0,1
dish_1564083480,grilled chicken,96,0.096,0,0,1
dish_1564083480,olives,37,2.331,15,0.34965,1
dish_1564083508,grilled chicken,96,0.096,0,0,1
dish_1564083508,olives,37,2.331,15,0.34965,1
dish_1564083508,cherry tomatoes,92,3.588,30,1.0764,1
dish_1564083534,cherry tomatoes,92,3.588,30,1.0764,1
dish_1564083534,grilled chicken,96,0.096,0,0,1
dish_1564083534,olives,37,2.331,15,0.34965,1
dish_1564083534,bell peppers,82,7.38,15,1.107,1
dish_1564086602,cheese pizza,49,16.415,80,13.132,2
dish_1564086624,cheese pizza,49,16.415,80,13.132,3
dish_1564086624,corn on the cob,82,18.04,48,8.6592,3
dish_1564086658,cheese pizza,49,16.415,80,13.132,3
dish_1564086658,corn on the cob,82,18.04,48,8.6592,3
dish_1564086658,caesar salad,99,4.257,0,0,3
dish_1564159520,bacon,42,0.588,0,0,1
dish_1564159543,bacon,42,0.588,0,0,1
dish_1564159543,turkey bacon,15,0.465,0,0,1
dish_1564159588,turkey bacon,15,0.465,0,0,1
dish_1564159588,sausage,56,2.352,0,0,1
dish_1564159588,bacon,42,0.588,0,0,1
dish_1564160043,bagels,98,48.02,69,33.1338,3
dish_1564160161,bagels,97,47.53,69,32.7957,3
dish_1564168695,pepperoni,78,0,0,0,1
dish_1564169644,cheese pizza,163,54.605,80,43.684,3
dish_1564170071,onions,35,3.15,15,0.4725,1
dish_1564170098,onions,35,3.15,15,0.4725,1
dish_1564170098,olives,32,2.016,15,0.3024,1
dish_1564170141,onions,35,3.15,15,0.4725,1
dish_1564170141,cherry tomatoes,66,2.574,30,0.7722,1
dish_1564170141,olives,32,2.016,15,0.3024,1
dish_1564170173,bell peppers,43,3.87,15,0.5805,1
dish_1564170173,onions,35,3.15,15,0.4725,1
dish_1564170173,cherry tomatoes,66,2.574,30,0.7722,1
dish_1564170173,olives,32,2.016,15,0.3024,1
dish_1564170474,zucchini,56,1.512,15,0.2268,1
dish_1564170474,squash,56,1.904,15,0.2856,1
dish_1564170474,broccoli,56,3.92,15,0.588,1
dish_1564427406,grilled chicken,135,0.135,0,0,1
dish_1564427430,grilled chicken,135,0.135,0,0,1
dish_1564427430,olives,35,2.205,15,0.33075,1
dish_1564427455,grilled chicken,135,0.135,0,0,1
dish_1564427455,olives,35,2.205,15,0.33075,1
dish_1564427455,cherry tomatoes,48,1.872,30,0.5616,1
dish_1564429702,cauliflower,158,7.9,15,1.185,1
dish_1564432094,pepperoni pizza,63,20.16,80,16.128,2
dish_1564502063,bacon,92,1.288,0,0,1
dish_1564503184,bacon,18,0.252,0,0,1
dish_1564516366,olives,27,1.701,15,0.25515,1
dish_1564516397,olives,27,1.701,15,0.25515,1
dish_1564516397,cherry tomatoes,32,1.248,30,0.3744,1
dish_1564518454,cheese pizza,62,20.77,80,16.616,2
dish_1564588483,sausage,51,2.142,0,0,1
dish_1564588688,sausage,43,1.806,0,0,1
dish_1564588719,chilaquiles,38,4.56,60,2.736,1
dish_1564588719,sausage,43,1.806,0,0,1
dish_1564589308,roasted potatoes,161,28.98,59,17.0982,2
dish_1564601470,turnips,73,3.723,20,0.7446,1
dish_1564601528,turnips,73,3.723,20,0.7446,2
dish_1564601528,roasted potatoes,90,16.2,59,9.558,2
dish_1564605293,cheese pizza,152,50.92,80,40.736,3
dish_1564675060,watermelon,77,5.852,75,4.389,1
dish_1564675380,turkey bacon,23,0.713,0,0,1
dish_1564686657,cheese pizza,105,35.175,80,28.14,3
dish_1564686702,cheese pizza,105,35.175,80,28.14,3
dish_1564686702,olives,25,1.575,15,0.23625,3
dish_1564688969,cheese pizza,90,30.15,80,24.12,3
dish_1564690038,lentils,81,16.2,27,4.374,1
dish_1564691352,corn on the cob,71,15.62,48,7.4976,1
dish_1564773826,cherry tomatoes,56,2.184,30,0.6552,1
dish_1564777933,cheese pizza,39,13.065,80,10.452,2
dish_1565020755,bacon,8,0.112,0,0,1
dish_1565021011,waffles,73,23.871,75,17.90325,2
dish_1565021054,tofu,71,1.349,15,0.20235,2
dish_1565021054,waffles,73,23.871,75,17.90325,2
dish_1565024675,turkey bacon,34,1.054,0,0,1
dish_1565024707,turkey bacon,34,1.054,0,0,1
dish_1565024707,scrambled eggs,115,1.84,0,0,1
dish_1565024741,turkey bacon,34,1.054,0,0,1
dish_1565024741,scrambled eggs,115,1.84,0,0,1
dish_1565024741,roasted potatoes,43,7.74,59,4.5666,1
dish_1565033085,mixed greens,55,2.915,15,0.43725,1
dish_1565033110,broccoli,92,6.44,15,0.966,1
dish_1565033110,mixed greens,55,2.915,15,0.43725,1
dish_1565033139,mixed greens,55,2.915,15,0.43725,1
dish_1565033139,broccoli,92,6.44,15,0.966,1
dish_1565033139,olives,127,8.001,15,1.20015,1
dish_1565033189,chicken,233,0,0,0,1
dish_1565033189,mixed greens,55,2.915,15,0.43725,1
dish_1565033189,broccoli,92,6.44,15,0.966,1
dish_1565033189,olives,127,8.001,15,1.20015,1
dish_1565034234,cauliflower,175,8.75,15,1.3125,1
dish_1565034281,roasted potatoes,131,23.58,59,13.9122,2
dish_1565034281,cauliflower,175,8.75,15,1.3125,2
dish_1565035715,onions,39,3.51,15,0.5265,1
dish_1565035746,onions,39,3.51,15,0.5265,1
dish_1565035746,cauliflower,110,5.5,15,0.825,1
dish_1565035774,onions,39,3.51,15,0.5265,1
dish_1565035774,cauliflower,110,5.5,15,0.825,1
dish_1565035774,bell peppers,36,3.24,15,0.486,1
dish_1565035802,onions,39,3.51,15,0.5265,1
dish_1565035802,cherry tomatoes,65,2.535,30,0.7605,1
dish_1565035802,cauliflower,110,5.5,15,0.825,1
dish_1565035802,bell peppers,36,3.24,15,0.486,1
dish_1565035830,cherry tomatoes,65,2.535,30,0.7605,1
dish_1565035830,chicken breast,164,0,0,0,1
dish_1565035830,bell peppers,36,3.24,15,0.486,1
dish_1565035830,cauliflower,110,5.5,15,0.825,1
dish_1565035830,onions,39,3.51,15,0.5265,1
dish_1565035858,cherry tomatoes,65,2.535,30,0.7605,1
dish_1565035858,chicken breast,164,0,0,0,1
dish_1565035858,watermelon,117,8.892,75,6.669,1
dish_1565035858,bell peppers,36,3.24,15,0.486,1
dish_1565035858,cauliflower,110,5.5,15,0.825,1
dish_1565035858,onions,39,3.51,15,0.5265,1
dish_1565036788,cheese pizza,70,23.45,80,18.76,2
dish_1565107066,scrambled eggs,86,1.376,0,0,1
dish_1565117429,cheese pizza,147,49.245,80,39.396,3
dish_1565117463,caesar salad,101,4.343,0,0,3
dish_1565117463,cheese pizza,147,49.245,80,39.396,3
dish_1565117892,tuna,102,0,0,0,1
dish_1565117934,chicken breast,133,0,0,0,1
dish_1565117934,tuna,102,0,0,0,1
dish_1565117962,chicken breast,133,0,0,0,1
dish_1565117962,bell peppers,69,6.21,15,0.9315,1
dish_1565117962,tuna,102,0,0,0,1
dish_1565117990,tuna,102,0,0,0,3
dish_1565117990,chicken breast,133,0,0,0,3
dish_1565117990,bell peppers,69,6.21,15,0.9315,3
dish_1565117990,cheese pizza,76,25.46,80,20.368,3
dish_1565118029,chicken breast,133,0,0,0,3
dish_1565118029,cheese pizza,76,25.46,80,20.368,3
dish_1565118029,cherry tomatoes,73,2.847,30,0.8541,3
dish_1565118029,bell peppers,69,6.21,15,0.9315,3
dish_1565118029,tuna,102,0,0,0,3
dish_1565118067,carrot,69,6.9,30,2.07,3
dish_1565118067,chicken breast,133,0,0,0,3
dish_1565118067,tuna,102,0,0,0,3
dish_1565118067,cherry tomatoes,73,2.847,30,0.8541,3
dish_1565118067,cheese pizza,76,25.46,80,20.368,3
dish_1565118067,bell peppers,69,6.21,15,0.9315,3
dish_1565118096,chicken breast,133,0,0,0,3
dish_1565118096,tuna,102,0,0,0,3
dish_1565118096,cheese pizza,76,25.46,80,20.368,3
dish_1565118096,cherry tomatoes,73,2.847,30,0.8541,3
dish_1565118096,bell peppers,69,6.21,15,0.9315,3
dish_1565118096,carrot,69,6.9,30,2.07,3
dish_1565118096,pineapple,66,8.58,66,5.6628,3
dish_1565118700,chard,24.5,0.9065,15,0.135975,1
dish_1565118700,kale,24.5,2.205,15,0.33075,1
dish_1565119418,cheese pizza,122,40.87,80,32.696,3
dish_1565119642,kale,39,3.51,15,0.5265,1
dish_1565119642,chard,39,1.443,15,0.21645,1
dish_1565119669,kale,39,3.51,15,0.5265,1
dish_1565119669,zucchini,75.5,2.0385,15,0.305775,1
dish_1565119669,chard,39,1.443,15,0.21645,1
dish_1565119669,chayote squash,75.5,3.8505,15,0.577575,1
dish_1565123783,cheese pizza,35,11.725,80,9.38,1
dish_1565208562,caesar salad,92,3.956,0,0,1
dish_1565369938,bacon,31,0.434,0,0,1
dish_1565382733,pepperoni pizza,102,32.64,80,26.112,3
dish_1565382969,spinach (raw),57,2.052,15,0.3078,1
dish_1565382995,spinach (raw),57,2.052,15,0.3078,1
dish_1565382995,cucumbers,101,2.02,15,0.303,1
dish_1565383026,spinach (raw),57,2.052,15,0.3078,1
dish_1565383026,cucumbers,101,2.02,15,0.303,1
dish_1565383026,olives,129,8.127,15,1.21905,1
dish_1565383062,olives,129,8.127,15,1.21905,1
dish_1565383062,chicken,116,0,0,0,1
dish_1565383062,cucumbers,101,2.02,15,0.303,1
dish_1565383062,spinach (raw),57,2.052,15,0.3078,1
dish_1565383097,spinach (raw),57,2.052,15,0.3078,1
dish_1565383097,cucumbers,101,2.02,15,0.303,1
dish_1565383097,olives,129,8.127,15,1.21905,1
dish_1565383097,chicken,116,0,0,0,1
dish_1565383097,parmesan cheese,27,1.134,0,0,1
dish_1565637504,pineapple,56,7.28,66,4.8048,1
dish_1565640195,bell peppers,54,4.86,15,0.729,1
dish_1565640227,bell peppers,54,4.86,15,0.729,3
dish_1565640227,pepperoni pizza,111,35.52,80,28.416,3
dish_1565640272,bell peppers,54,4.86,15,0.729,3
dish_1565640272,pepperoni pizza,111,35.52,80,28.416,3
dish_1565640272,cherry tomatoes,240,9.36,30,2.808,3
dish_1565640723,mixed greens,54,2.862,15,0.4293,1
dish_1565640772,chicken,137,0,0,0,1
dish_1565640772,mixed greens,54,2.862,15,0.4293,1
dish_1565640812,black beans,43,10.191,30,3.0573,1
dish_1565640812,mixed greens,54,2.862,15,0.4293,1
dish_1565640812,chicken,137,0,0,0,1
dish_1565640842,mixed greens,54,2.862,15,0.4293,1
dish_1565640842,chicken,137,0,0,0,1
dish_1565640842,cucumbers,95,1.9,15,0.285,1
dish_1565640842,black beans,43,10.191,30,3.0573,1
dish_1565640868,olives,77,4.851,15,0.72765,1
dish_1565640868,mixed greens,54,2.862,15,0.4293,1
dish_1565640868,black beans,43,10.191,30,3.0573,1
dish_1565640868,cucumbers,95,1.9,15,0.285,1
dish_1565640868,chicken,137,0,0,0,1
dish_1565640894,mixed greens,54,2.862,15,0.4293,1
dish_1565640894,chicken,137,0,0,0,1
dish_1565640894,cucumbers,95,1.9,15,0.285,1
dish_1565640894,olives,77,4.851,15,0.72765,1
dish_1565640894,black beans,43,10.191,30,3.0573,1
dish_1565640894,parmesan cheese,16,0.672,0,0,1
dish_1565641844,cheese pizza,92,30.82,80,24.656,3
dish_1565641885,cheese pizza,92,30.82,80,24.656,3
dish_1565641885,asparagus,47,1.833,15,0.27495,3
dish_1565711083,bacon,33,0.462,0,0,1
dish_1565711270,cantaloupe,93,7.44,65,4.836,1
dish_1565711296,cantaloupe,93,7.44,65,4.836,1
dish_1565711296,grapes,17,3.06,56,1.7136,1
dish_1565711453,scrambled eggs,134,2.144,0,0,1
dish_1565721800,zucchini,85.5,2.3085,15,0.346275,1
dish_1565721800,chayote squash,85.5,4.3605,15,0.654075,1
dish_1565721828,zucchini,85.5,2.3085,15,0.346275,1
dish_1565721828,chayote squash,85.5,4.3605,15,0.654075,1
dish_1565721828,roasted potatoes,68,12.24,59,7.2216,1
dish_1565724509,chayote squash,79,4.029,15,0.60435,1
dish_1565724509,zucchini,79,2.133,15,0.31995,1
dish_1565725009,olives,44,2.772,15,0.4158,1
dish_1565725047,carrot,66,6.6,30,1.98,1
dish_1565725047,olives,44,2.772,15,0.4158,1
dish_1565725071,olives,44,2.772,15,0.4158,1
dish_1565725071,carrot,66,6.6,30,1.98,1
dish_1565725071,bell peppers,80,7.2,15,1.08,1
dish_1565725095,cherry tomatoes,67,2.613,30,0.7839,1
dish_1565725095,olives,44,2.772,15,0.4158,1
dish_1565725095,carrot,66,6.6,30,1.98,1
dish_1565725095,bell peppers,80,7.2,15,1.08,1
dish_1565725123,cherry tomatoes,67,2.613,30,0.7839,1
dish_1565725123,olives,44,2.772,15,0.4158,1
dish_1565725123,bell peppers,80,7.2,15,1.08,1
dish_1565725123,carrot,66,6.6,30,1.98,1
dish_1565725123,chicken,187,0,0,0,1
dish_1565725156,carrot,66,6.6,30,1.98,1
dish_1565725156,bell peppers,80,7.2,15,1.08,1
dish_1565725156,chicken,187,0,0,0,1
dish_1565725156,onions,56,5.04,15,0.756,1
dish_1565725156,cherry tomatoes,67,2.613,30,0.7839,1
dish_1565725156,olives,44,2.772,15,0.4158,1
dish_1565725188,carrot,66,6.6,30,1.98,1
dish_1565725188,bell peppers,80,7.2,15,1.08,1
dish_1565725188,chicken,187,0,0,0,1
dish_1565725188,parmesan cheese,21,0.882,0,0,1
dish_1565725188,onions,56,5.04,15,0.756,1
dish_1565725188,cherry tomatoes,67,2.613,30,0.7839,1
dish_1565725188,olives,44,2.772,15,0.4158,1
dish_1565727738,mixed greens,9,0.477,15,0.07155,1
dish_1565727765,broccoli,68,4.76,15,0.714,1
dish_1565727765,mixed greens,9,0.477,15,0.07155,1
dish_1565727791,mixed greens,9,0.477,15,0.07155,1
dish_1565727791,broccoli,68,4.76,15,0.714,1
dish_1565727791,parmesan cheese,22,0.924,0,0,1
dish_1565727821,parmesan cheese,22,0.924,0,0,1
dish_1565727821,chicken,97,0,0,0,1
dish_1565727821,mixed greens,9,0.477,15,0.07155,1
dish_1565727821,broccoli,68,4.76,15,0.714,1
dish_1565727851,broccoli,68,4.76,15,0.714,1
dish_1565727851,parmesan cheese,22,0.924,0,0,1
dish_1565727851,chicken,97,0,0,0,1
dish_1565727851,olives,109,6.867,15,1.03005,1
dish_1565727851,mixed greens,9,0.477,15,0.07155,1
dish_1565727875,olives,109,6.867,15,1.03005,1
dish_1565727875,mixed greens,9,0.477,15,0.07155,1
dish_1565727875,broccoli,68,4.76,15,0.714,1
dish_1565727875,parmesan cheese,22,0.924,0,0,1
dish_1565727875,black beans,60,14.22,30,4.266,1
dish_1565727875,chicken,97,0,0,0,1
dish_1565728388,cheese pizza,47,15.745,80,12.596,2
